Department,SaleDate,Amount,Quantity,ItemCode,ItemDescription,Salesperson
Toys,2020-09-23,435.2,5,A001,Smartphone,Alex
Home Appliances,2020-09-14,585.76,6,L012,Dress,Olivia
Toys,2022-11-28,667.12,5,A001,Smartphone,John
Toys,2022-04-13,795.2,8,C003,Refrigerator,Jane
Books,2020-05-28,216.57,4,L012,Dress,Emily
Books,2020-08-17,105.19,9,I009,Cookbook,David
Toys,2023-01-07,674.66,4,O015,Puzzle,Emily
Clothing,2020-12-11,165.29,7,L012,Dress,David
Books,2020-07-15,246.39,8,E005,Action Figure,Daniel
Toys,2021-10-07,618.8,2,M013,Vacuum Cleaner,Andrew
Electronics,2021-01-15,704.28,6,O015,Puzzle,David
Electronics,2022-07-05,211.67,5,N014,Art Book,John
Electronics,2021-09-02,802.12,4,C003,Refrigerator,Andrew
Electronics,2021-10-13,287.5,1,N014,Art Book,Andrew
Home Appliances,2020-10-17,377.77,10,A001,Smartphone,Emily
Books,2020-11-23,984.73,4,H008,Microwave,John
Electronics,2022-03-29,253.42,9,L012,Dress,Andrew
Books,2021-12-08,506.99,8,I009,Cookbook,John
Books,2021-04-01,539.96,2,M013,Vacuum Cleaner,John
Toys,2022-02-18,928.35,7,H008,Microwave,Sarah
Electronics,2022-04-25,344.7,3,G007,Jeans,John
Home Appliances,2021-07-03,940.0,4,L012,Dress,Alex
Electronics,2023-03-11,225.61,3,A001,Smartphone,Jane
Toys,2020-12-09,477.15,4,A001,Smartphone,Andrew
Books,2022-03-04,657.4,9,C003,Refrigerator,Daniel
Toys,2022-09-17,406.34,5,G007,Jeans,Michael
Clothing,2021-10-22,759.98,7,A001,Smartphone,Olivia
Clothing,2021-06-25,595.7,5,M013,Vacuum Cleaner,Emily
Toys,2021-07-29,502.21,4,H008,Microwave,Michael
Electronics,2021-09-27,717.23,2,B002,T-shirt,Sarah
Electronics,2022-08-01,847.25,2,C003,Refrigerator,John
Home Appliances,2021-10-05,682.94,7,E005,Action Figure,Daniel
Clothing,2020-08-29,187.81,2,E005,Action Figure,Michael
Electronics,2023-01-31,646.73,7,G007,Jeans,Emily
Home Appliances,2022-08-21,213.4,9,E005,Action Figure,John
Electronics,2020-12-27,555.92,1,B002,T-shirt,Emily
Electronics,2021-05-18,609.83,3,C003,Refrigerator,Olivia
Electronics,2022-06-09,866.63,7,B002,T-shirt,Alex
Books,2023-01-25,239.45,7,M013,Vacuum Cleaner,Emily
Toys,2022-10-19,877.48,4,M013,Vacuum Cleaner,Alex
Toys,2020-12-13,585.31,5,D004,Novel,Olivia
Clothing,2022-07-24,486.76,2,E005,Action Figure,Sarah
Books,2021-06-14,717.45,8,L012,Dress,Olivia
Clothing,2020-11-29,706.55,2,C003,Refrigerator,Daniel
Electronics,2022-05-31,818.05,7,F006,Laptop,John
Books,2022-03-17,604.14,1,A001,Smartphone,Jane
Clothing,2021-03-26,540.15,5,B002,T-shirt,Sarah
Toys,2022-06-05,693.03,10,A001,Smartphone,Olivia
Toys,2023-02-11,211.06,10,L012,Dress,Jane
Toys,2022-08-16,160.12,10,H008,Microwave,Andrew
Books,2021-07-21,682.02,4,G007,Jeans,Emily
Electronics,2022-01-24,802.23,9,B002,T-shirt,Michael
Books,2021-06-25,592.58,4,M013,Vacuum Cleaner,Daniel
Toys,2022-05-14,438.09,5,G007,Jeans,Andrew
Electronics,2021-02-01,132.18,7,J010,Board Game,John
Books,2020-12-31,754.98,10,E005,Action Figure,John
Books,2022-04-26,152.24,10,B002,T-shirt,Daniel
Clothing,2023-05-08,858.48,9,B002,T-shirt,Andrew
Home Appliances,2020-09-01,285.81,2,K011,Headphones,Daniel
Toys,2020-10-12,430.8,10,K011,Headphones,Olivia
Clothing,2022-05-14,200.32,8,J010,Board Game,Daniel
Toys,2023-02-20,367.37,8,B002,T-shirt,Michael
Clothing,2020-12-05,566.71,9,L012,Dress,David
Home Appliances,2023-03-08,625.75,2,O015,Puzzle,Daniel
Books,2021-07-26,190.42,6,K011,Headphones,Daniel
Electronics,2021-11-09,818.58,5,E005,Action Figure,Daniel
Toys,2023-04-04,803.38,1,L012,Dress,Michael
Books,2021-10-25,828.41,9,F006,Laptop,Andrew
Home Appliances,2020-12-17,337.88,10,J010,Board Game,Michael
Home Appliances,2021-04-03,190.01,3,I009,Cookbook,Emily
Toys,2020-08-27,770.1,6,F006,Laptop,John
Books,2020-09-28,526.95,2,N014,Art Book,David
Home Appliances,2020-07-10,482.51,8,J010,Board Game,David
Books,2020-09-16,552.97,10,J010,Board Game,John
Toys,2022-12-28,827.82,5,I009,Cookbook,Andrew
Electronics,2021-08-22,797.8,7,M013,Vacuum Cleaner,Andrew
Clothing,2021-01-21,349.11,6,M013,Vacuum Cleaner,Olivia
Home Appliances,2023-01-13,601.38,7,M013,Vacuum Cleaner,Andrew
Books,2022-06-11,505.37,2,F006,Laptop,David
Home Appliances,2020-10-13,856.75,9,K011,Headphones,John
Books,2020-11-20,232.44,8,J010,Board Game,Michael
Toys,2020-12-08,500.09,1,D004,Novel,John
Clothing,2021-01-05,515.44,8,E005,Action Figure,Jane
Toys,2023-03-02,323.47,1,G007,Jeans,Andrew
Books,2022-01-11,793.38,10,A001,Smartphone,Sarah
Home Appliances,2020-12-05,320.9,10,K011,Headphones,Daniel
Books,2023-04-01,375.79,7,J010,Board Game,David
Electronics,2022-04-11,199.64,6,L012,Dress,Daniel
Clothing,2020-08-22,697.34,10,C003,Refrigerator,Andrew
Toys,2022-03-30,663.33,7,C003,Refrigerator,Andrew
Clothing,2023-05-06,583.36,6,O015,Puzzle,Sarah
Books,2021-01-08,155.85,9,G007,Jeans,Emily
Toys,2022-01-14,658.35,6,C003,Refrigerator,Sarah
Home Appliances,2020-12-23,950.62,5,O015,Puzzle,Emily
Clothing,2021-03-24,233.56,2,G007,Jeans,Andrew
Books,2020-06-17,771.97,5,J010,Board Game,Michael
Books,2021-11-03,815.93,7,I009,Cookbook,John
Clothing,2021-08-02,999.86,5,L012,Dress,Alex
Electronics,2020-10-08,248.43,4,D004,Novel,Jane
Electronics,2020-10-12,535.18,4,M013,Vacuum Cleaner,David
Home Appliances,2020-05-31,914.26,4,L012,Dress,Olivia
Clothing,2020-06-11,782.95,10,I009,Cookbook,Jane
Electronics,2020-06-03,534.61,2,J010,Board Game,Andrew
Electronics,2021-08-20,456.43,1,F006,Laptop,Alex
Clothing,2020-09-20,544.26,1,C003,Refrigerator,Daniel
Toys,2020-11-30,436.75,3,K011,Headphones,John
Clothing,2022-06-02,993.71,2,B002,T-shirt,David
Electronics,2023-05-12,700.37,9,K011,Headphones,David
Toys,2023-04-20,765.95,5,I009,Cookbook,David
Books,2021-05-01,441.65,8,L012,Dress,Olivia
Toys,2021-06-11,880.53,1,M013,Vacuum Cleaner,Jane
Clothing,2021-06-09,154.77,10,B002,T-shirt,David
Toys,2021-03-14,369.08,3,B002,T-shirt,David
Toys,2022-08-01,355.15,9,H008,Microwave,Emily
Home Appliances,2021-01-23,194.09,3,G007,Jeans,Sarah
Home Appliances,2022-02-16,696.79,6,K011,Headphones,Michael
Electronics,2022-02-22,815.64,3,K011,Headphones,Olivia
Home Appliances,2021-01-15,560.98,7,G007,Jeans,John
Clothing,2023-04-22,411.68,9,N014,Art Book,Andrew
Home Appliances,2021-10-15,559.88,1,I009,Cookbook,Emily
Home Appliances,2021-12-21,108.03,8,K011,Headphones,Andrew
Home Appliances,2020-12-11,492.2,6,D004,Novel,Olivia
Electronics,2021-04-04,442.6,7,L012,Dress,John
Toys,2020-12-01,331.36,3,N014,Art Book,Andrew
Toys,2022-01-23,421.9,2,N014,Art Book,Michael
Home Appliances,2020-06-19,940.69,6,H008,Microwave,Daniel
Electronics,2022-01-01,416.65,9,C003,Refrigerator,Alex
Books,2022-11-24,377.58,8,C003,Refrigerator,Andrew
Clothing,2022-09-03,403.05,10,M013,Vacuum Cleaner,Jane
Toys,2022-08-07,726.06,7,F006,Laptop,Jane
Toys,2021-01-05,276.47,9,K011,Headphones,David
Toys,2022-01-10,832.46,6,M013,Vacuum Cleaner,Alex
Clothing,2022-08-17,278.03,10,J010,Board Game,Olivia
Toys,2022-12-16,221.21,5,K011,Headphones,Alex
Electronics,2023-01-23,968.75,10,C003,Refrigerator,Andrew
Clothing,2022-12-25,399.54,10,J010,Board Game,Jane
Clothing,2023-03-09,752.54,5,D004,Novel,Olivia
Electronics,2022-07-12,346.54,8,K011,Headphones,David
Toys,2021-03-06,423.08,3,M013,Vacuum Cleaner,Daniel
Clothing,2022-05-27,405.66,4,K011,Headphones,Michael
Toys,2022-09-09,404.19,1,A001,Smartphone,Michael
Books,2021-01-20,996.97,1,D004,Novel,Jane
Clothing,2022-01-12,104.5,7,I009,Cookbook,Jane
Home Appliances,2022-02-14,208.88,6,L012,Dress,Daniel
Books,2021-04-10,180.73,1,L012,Dress,Emily
Electronics,2020-12-08,306.44,10,N014,Art Book,John
Electronics,2023-01-07,209.15,4,H008,Microwave,Michael
Toys,2021-07-29,908.32,3,H008,Microwave,Emily
Books,2021-03-16,322.69,6,I009,Cookbook,Emily
Clothing,2022-05-25,981.27,1,O015,Puzzle,Olivia
Books,2020-05-28,813.42,3,K011,Headphones,Alex
Electronics,2023-02-26,475.73,5,M013,Vacuum Cleaner,Daniel
Toys,2022-04-21,871.16,9,H008,Microwave,Sarah
Toys,2021-11-20,354.8,3,J010,Board Game,John
Electronics,2022-01-04,110.11,5,A001,Smartphone,Andrew
Clothing,2021-10-10,852.06,4,F006,Laptop,Olivia
Home Appliances,2023-01-14,935.91,9,K011,Headphones,Emily
Home Appliances,2020-10-06,742.69,10,A001,Smartphone,Sarah
Home Appliances,2021-06-03,741.72,7,N014,Art Book,Alex
Books,2022-06-05,943.99,9,B002,T-shirt,Michael
Home Appliances,2022-06-30,971.45,7,J010,Board Game,Michael
Toys,2021-06-12,310.94,4,K011,Headphones,Michael
Books,2021-02-26,530.89,10,D004,Novel,Jane
Books,2023-01-01,764.0,1,C003,Refrigerator,Andrew
Books,2022-03-04,635.81,8,L012,Dress,Alex
Clothing,2020-10-21,879.72,1,B002,T-shirt,Sarah
Clothing,2021-02-17,969.55,4,M013,Vacuum Cleaner,John
Electronics,2020-10-24,730.5,8,F006,Laptop,Daniel
Clothing,2023-05-18,717.78,6,H008,Microwave,Daniel
Electronics,2022-07-06,316.84,9,E005,Action Figure,Jane
Home Appliances,2022-01-11,801.49,7,L012,Dress,John
Clothing,2021-02-10,743.06,2,H008,Microwave,Olivia
Home Appliances,2021-08-21,899.98,10,M013,Vacuum Cleaner,Alex
Home Appliances,2022-12-16,233.51,3,A001,Smartphone,Daniel
Books,2021-09-30,989.04,1,C003,Refrigerator,Emily
Toys,2022-01-03,888.83,1,G007,Jeans,Sarah
Toys,2021-04-23,770.52,10,N014,Art Book,Jane
Toys,2023-02-28,736.22,8,F006,Laptop,Alex
Home Appliances,2022-12-22,919.78,10,F006,Laptop,Michael
Books,2022-11-08,874.69,2,L012,Dress,Alex
Home Appliances,2022-10-26,142.99,6,G007,Jeans,Michael
Toys,2020-08-01,295.46,3,M013,Vacuum Cleaner,John
Electronics,2022-10-04,301.38,6,B002,T-shirt,Emily
Electronics,2021-03-14,198.02,3,O015,Puzzle,Jane
Toys,2021-05-01,372.76,1,H008,Microwave,Alex
Home Appliances,2020-10-10,885.26,5,K011,Headphones,Olivia
Home Appliances,2021-01-25,976.28,8,J010,Board Game,John
Clothing,2021-01-28,667.33,5,E005,Action Figure,Olivia
Electronics,2021-05-07,238.89,5,I009,Cookbook,Andrew
Toys,2021-07-17,662.03,5,J010,Board Game,Michael
Books,2022-04-19,250.22,4,K011,Headphones,Jane
Toys,2022-07-11,273.81,4,C003,Refrigerator,Michael
Clothing,2020-12-26,663.13,9,O015,Puzzle,Daniel
Books,2020-08-06,140.61,10,A001,Smartphone,Sarah
Clothing,2023-05-07,249.72,2,A001,Smartphone,Sarah
Toys,2023-02-17,779.55,8,D004,Novel,Sarah
Toys,2021-02-27,286.92,1,H008,Microwave,Sarah
Electronics,2020-07-21,440.94,6,F006,Laptop,David
Clothing,2023-04-07,773.51,9,K011,Headphones,Andrew
Home Appliances,2023-03-10,132.37,7,N014,Art Book,Olivia
Toys,2023-03-08,839.95,8,I009,Cookbook,Jane
Books,2021-07-13,850.71,10,H008,Microwave,David
Books,2020-12-18,872.12,6,I009,Cookbook,Olivia
Clothing,2023-02-14,338.38,2,C003,Refrigerator,John
Clothing,2023-02-16,649.67,4,I009,Cookbook,Daniel
Electronics,2022-06-16,586.23,7,H008,Microwave,Jane
Clothing,2021-08-17,541.19,1,G007,Jeans,Andrew
Home Appliances,2021-09-30,695.77,7,C003,Refrigerator,David
Toys,2022-06-08,323.02,10,F006,Laptop,Daniel
Books,2022-06-17,936.43,6,K011,Headphones,Daniel
Toys,2022-06-26,607.83,6,O015,Puzzle,David
Toys,2020-07-06,311.72,8,A001,Smartphone,David
Books,2021-01-09,974.9,1,O015,Puzzle,Michael
Toys,2020-08-31,180.67,4,C003,Refrigerator,Emily
Electronics,2021-08-20,539.48,7,A001,Smartphone,Sarah
Books,2023-05-17,955.91,8,H008,Microwave,Andrew
Books,2022-01-09,339.84,5,H008,Microwave,Olivia
Clothing,2022-04-28,737.11,2,E005,Action Figure,Andrew
Electronics,2022-07-07,543.82,9,G007,Jeans,Alex
Electronics,2023-02-03,683.94,3,E005,Action Figure,John
Electronics,2023-04-11,963.68,10,B002,T-shirt,Michael
Clothing,2023-02-22,617.18,5,A001,Smartphone,Emily
Clothing,2022-08-19,690.45,3,O015,Puzzle,Andrew
Books,2023-04-08,396.45,3,L012,Dress,John
Toys,2021-11-11,257.32,2,A001,Smartphone,Emily
Home Appliances,2020-06-29,991.37,2,I009,Cookbook,John
Home Appliances,2023-01-27,889.89,7,J010,Board Game,David
Home Appliances,2022-08-20,340.74,4,F006,Laptop,Alex
Books,2020-11-22,686.84,6,K011,Headphones,Jane
Toys,2022-10-05,203.78,2,A001,Smartphone,Andrew
Books,2022-10-31,548.87,5,L012,Dress,John
Home Appliances,2020-10-06,632.89,8,D004,Novel,Emily
Books,2020-09-14,320.74,6,F006,Laptop,Jane
Electronics,2023-01-30,322.77,5,L012,Dress,Andrew
Home Appliances,2021-03-02,964.0,5,O015,Puzzle,Emily
Clothing,2022-12-22,180.65,5,C003,Refrigerator,Michael
Toys,2023-05-08,646.64,7,L012,Dress,Andrew
Home Appliances,2023-03-09,129.36,1,H008,Microwave,Jane
Electronics,2021-10-28,372.81,5,N014,Art Book,Jane
Home Appliances,2020-08-08,661.31,5,H008,Microwave,Sarah
Books,2022-08-15,510.67,4,E005,Action Figure,Sarah
Clothing,2023-02-11,615.41,1,B002,T-shirt,Jane
Home Appliances,2021-03-25,492.7,10,I009,Cookbook,Andrew
Electronics,2020-12-06,599.94,2,C003,Refrigerator,Daniel
Books,2020-12-15,201.86,7,M013,Vacuum Cleaner,Sarah
Books,2022-07-11,379.25,4,L012,Dress,Olivia
Electronics,2023-04-06,350.77,3,N014,Art Book,Olivia
Books,2023-02-02,246.55,4,F006,Laptop,John
Clothing,2020-06-24,530.29,3,K011,Headphones,Andrew
Clothing,2022-10-08,342.42,8,B002,T-shirt,Daniel
Toys,2022-09-28,534.81,4,B002,T-shirt,Alex
Clothing,2021-10-14,601.51,8,M013,Vacuum Cleaner,Michael
Home Appliances,2020-06-16,482.14,8,L012,Dress,Olivia
Electronics,2021-11-15,339.72,9,N014,Art Book,Emily
Books,2020-06-02,581.03,10,K011,Headphones,Emily
Home Appliances,2021-03-22,918.31,5,H008,Microwave,Olivia
Home Appliances,2023-03-09,901.81,6,N014,Art Book,Emily
Home Appliances,2021-04-20,253.44,5,A001,Smartphone,Michael
Books,2022-11-18,858.09,5,F006,Laptop,Sarah
Toys,2021-10-31,635.44,8,N014,Art Book,Michael
Books,2023-03-01,326.26,3,M013,Vacuum Cleaner,Sarah
Electronics,2021-06-18,531.34,4,K011,Headphones,Alex
Home Appliances,2022-07-15,834.8,5,I009,Cookbook,Emily
Clothing,2022-04-27,641.68,4,C003,Refrigerator,Alex
Clothing,2021-01-03,486.24,3,M013,Vacuum Cleaner,David
Clothing,2022-10-23,546.02,7,I009,Cookbook,Andrew
Toys,2021-01-31,338.93,7,E005,Action Figure,John
Electronics,2020-12-09,345.83,1,J010,Board Game,Andrew
Books,2022-07-18,327.3,3,F006,Laptop,Alex
Books,2020-09-04,565.82,5,A001,Smartphone,Jane
Clothing,2023-02-08,853.86,3,I009,Cookbook,Emily
Home Appliances,2020-11-20,267.25,2,G007,Jeans,Jane
Toys,2022-10-23,527.2,7,D004,Novel,Alex
Books,2020-12-14,730.3,2,I009,Cookbook,Olivia
Home Appliances,2020-06-28,707.53,9,G007,Jeans,John
Electronics,2022-01-13,482.45,9,J010,Board Game,Jane
Toys,2022-11-17,675.93,10,D004,Novel,John
Electronics,2022-12-15,744.34,10,G007,Jeans,Jane
Electronics,2021-08-23,810.45,7,J010,Board Game,Olivia
Electronics,2021-05-29,220.32,1,A001,Smartphone,David
Electronics,2022-02-11,449.88,10,O015,Puzzle,Sarah
Home Appliances,2022-03-14,415.02,7,B002,T-shirt,Alex
Books,2021-06-29,792.59,6,B002,T-shirt,David
Electronics,2023-04-19,954.16,1,E005,Action Figure,Sarah
Toys,2020-06-20,856.95,6,M013,Vacuum Cleaner,Daniel
Home Appliances,2021-04-10,696.54,3,G007,Jeans,Michael
Toys,2021-05-02,556.87,2,O015,Puzzle,Jane
Electronics,2021-06-12,554.06,6,B002,T-shirt,Emily
Electronics,2021-09-19,451.8,10,B002,T-shirt,Jane
Books,2020-07-25,863.21,5,C003,Refrigerator,Olivia
Home Appliances,2021-05-04,282.37,5,D004,Novel,Daniel
Clothing,2022-01-17,816.09,4,B002,T-shirt,David
Books,2022-10-23,642.91,6,B002,T-shirt,David
Clothing,2023-01-04,329.64,6,G007,Jeans,Sarah
Toys,2022-09-27,890.94,10,I009,Cookbook,Michael
Toys,2023-03-08,136.16,1,H008,Microwave,David
Home Appliances,2022-11-13,140.86,8,N014,Art Book,John
Toys,2022-01-26,362.28,8,E005,Action Figure,Sarah
Toys,2022-06-10,287.79,4,H008,Microwave,Alex
Clothing,2023-05-01,927.93,3,E005,Action Figure,Emily
Clothing,2021-01-24,638.18,2,D004,Novel,Daniel
Toys,2022-03-14,280.74,6,G007,Jeans,David
Books,2020-11-25,803.65,4,N014,Art Book,Olivia
Books,2021-04-16,840.77,7,J010,Board Game,Olivia
Electronics,2022-03-26,161.43,9,E005,Action Figure,John
Clothing,2022-04-06,462.69,1,A001,Smartphone,John
Electronics,2020-12-13,257.66,9,M013,Vacuum Cleaner,Daniel
Home Appliances,2022-11-30,964.17,6,O015,Puzzle,David
Toys,2021-12-14,501.66,8,F006,Laptop,Alex
Electronics,2021-04-26,419.37,7,E005,Action Figure,David
Clothing,2023-01-20,836.01,5,N014,Art Book,Michael
Home Appliances,2021-02-24,225.74,1,L012,Dress,David
Electronics,2021-02-09,708.48,9,G007,Jeans,Jane
Books,2021-11-03,397.82,7,N014,Art Book,Emily
Toys,2022-09-13,666.26,7,C003,Refrigerator,Emily
Electronics,2022-09-10,703.8,9,N014,Art Book,Olivia
Books,2022-07-26,645.48,9,K011,Headphones,Alex
Home Appliances,2022-08-03,976.6,9,H008,Microwave,David
Toys,2021-06-01,502.22,8,O015,Puzzle,David
Toys,2021-04-20,967.41,1,C003,Refrigerator,Sarah
Toys,2020-09-03,324.16,9,I009,Cookbook,Andrew
Home Appliances,2022-07-28,992.8,10,O015,Puzzle,John
Toys,2023-04-30,442.62,10,J010,Board Game,David
Home Appliances,2023-04-09,639.38,8,B002,T-shirt,Michael
Home Appliances,2020-06-05,706.78,6,A001,Smartphone,John
Clothing,2022-09-23,970.26,8,K011,Headphones,John
Books,2021-01-17,971.26,8,H008,Microwave,Emily
Books,2021-02-22,928.83,1,G007,Jeans,Alex
Toys,2021-09-05,741.63,6,C003,Refrigerator,John
Electronics,2020-07-02,603.75,2,B002,T-shirt,John
Toys,2021-09-15,981.53,8,N014,Art Book,David
Home Appliances,2022-07-04,227.95,3,F006,Laptop,Sarah
Books,2023-04-27,341.98,6,I009,Cookbook,John
Clothing,2021-02-05,516.37,9,C003,Refrigerator,Daniel
Clothing,2021-07-04,752.81,4,M013,Vacuum Cleaner,Olivia
Clothing,2022-02-21,420.5,5,C003,Refrigerator,David
Toys,2022-01-07,990.76,6,D004,Novel,David
Books,2020-06-19,806.91,9,D004,Novel,Alex
Home Appliances,2022-05-13,561.19,10,L012,Dress,Daniel
Clothing,2020-08-14,939.56,10,B002,T-shirt,Sarah
Home Appliances,2021-12-24,551.29,3,G007,Jeans,Sarah
Clothing,2020-08-15,665.27,3,B002,T-shirt,Alex
Clothing,2022-06-17,765.93,3,L012,Dress,Olivia
Clothing,2022-01-24,318.06,6,M013,Vacuum Cleaner,John
Electronics,2023-05-09,682.39,6,L012,Dress,Sarah
Books,2023-03-22,821.79,6,H008,Microwave,Alex
Clothing,2020-06-25,440.83,6,A001,Smartphone,Michael
Clothing,2021-07-07,479.15,5,E005,Action Figure,Emily
Clothing,2020-10-25,714.0,10,D004,Novel,Sarah
Electronics,2023-03-07,961.03,9,O015,Puzzle,Olivia
Clothing,2021-03-13,581.21,8,F006,Laptop,Sarah
Home Appliances,2022-12-16,588.0,4,E005,Action Figure,Sarah
Toys,2021-12-11,829.33,2,I009,Cookbook,Alex
Books,2022-02-16,941.45,8,D004,Novel,Jane
Toys,2021-03-30,440.79,10,D004,Novel,Andrew
Home Appliances,2023-04-16,233.78,8,I009,Cookbook,Olivia
Toys,2022-12-09,432.16,3,J010,Board Game,John
Home Appliances,2021-07-20,285.71,5,K011,Headphones,Michael
Toys,2021-07-20,200.71,1,H008,Microwave,Alex
Books,2022-02-11,756.73,5,D004,Novel,Daniel
Electronics,2020-08-03,414.33,3,I009,Cookbook,Alex
Home Appliances,2022-06-27,445.68,10,C003,Refrigerator,Sarah
Clothing,2020-10-18,710.09,3,O015,Puzzle,Andrew
Home Appliances,2022-08-30,657.14,8,I009,Cookbook,Jane
Books,2021-04-10,455.97,8,J010,Board Game,Sarah
Books,2022-11-18,749.67,10,C003,Refrigerator,Olivia
Home Appliances,2022-11-17,264.65,9,G007,Jeans,Michael
Books,2022-06-05,516.33,1,G007,Jeans,David
Electronics,2021-05-20,181.61,5,G007,Jeans,David
Clothing,2023-01-28,973.58,4,O015,Puzzle,Sarah
Clothing,2022-02-23,465.83,8,B002,T-shirt,John
Toys,2021-05-16,590.33,9,I009,Cookbook,Michael
Clothing,2021-10-26,470.53,10,N014,Art Book,Jane
Home Appliances,2021-08-31,630.54,9,G007,Jeans,Emily
Electronics,2021-03-09,263.85,4,F006,Laptop,Michael
Home Appliances,2022-08-30,463.79,9,E005,Action Figure,David
Toys,2022-09-11,772.68,5,F006,Laptop,Andrew
Electronics,2022-10-13,686.31,5,I009,Cookbook,John
Clothing,2022-12-11,362.37,3,B002,T-shirt,Alex
Books,2021-02-10,824.41,8,L012,Dress,Olivia
Toys,2021-09-06,220.78,6,H008,Microwave,John
Clothing,2021-08-03,506.44,10,J010,Board Game,Andrew
Clothing,2021-01-15,457.89,8,H008,Microwave,Olivia
Electronics,2021-05-29,760.57,1,J010,Board Game,Alex
Electronics,2023-01-27,235.15,8,C003,Refrigerator,John
Home Appliances,2021-12-22,796.5,8,H008,Microwave,David
Toys,2021-09-19,617.25,2,O015,Puzzle,Emily
Books,2022-01-19,457.22,5,B002,T-shirt,Jane
Electronics,2023-02-22,395.5,9,I009,Cookbook,Alex
Home Appliances,2020-05-30,320.48,1,N014,Art Book,Olivia
Clothing,2022-09-26,216.52,7,K011,Headphones,Daniel
Clothing,2023-01-21,105.97,6,E005,Action Figure,Michael
Books,2020-11-10,198.26,4,I009,Cookbook,Andrew
Electronics,2020-09-01,855.18,6,D004,Novel,Sarah
Books,2022-06-15,134.95,3,A001,Smartphone,Alex
Electronics,2023-01-23,232.45,9,G007,Jeans,Alex
Clothing,2020-07-14,291.81,5,E005,Action Figure,Michael
Clothing,2020-11-12,837.91,8,H008,Microwave,Emily
Electronics,2023-04-19,947.21,6,E005,Action Figure,Andrew
Home Appliances,2023-04-11,917.69,7,O015,Puzzle,Olivia
Clothing,2022-06-08,267.46,7,N014,Art Book,Jane
Books,2023-03-13,554.25,8,K011,Headphones,Jane
Clothing,2021-11-04,598.28,10,C003,Refrigerator,Olivia
Books,2023-05-27,222.9,1,J010,Board Game,John
Toys,2021-10-26,820.15,4,A001,Smartphone,Emily
Home Appliances,2020-12-19,285.31,3,N014,Art Book,Alex
Toys,2021-04-20,409.94,6,K011,Headphones,Alex
Electronics,2022-11-28,595.39,1,C003,Refrigerator,Michael
Books,2022-05-14,326.6,9,H008,Microwave,John
Electronics,2020-11-01,907.95,10,O015,Puzzle,Daniel
Toys,2023-02-21,923.92,4,J010,Board Game,Olivia
Books,2023-02-11,489.54,7,C003,Refrigerator,Alex
Books,2022-01-04,530.56,10,E005,Action Figure,David
Books,2020-12-09,338.24,7,L012,Dress,Alex
Home Appliances,2021-12-27,111.51,2,A001,Smartphone,Sarah
Electronics,2022-10-21,156.72,8,I009,Cookbook,Andrew
Clothing,2022-02-03,691.58,1,E005,Action Figure,Jane
Toys,2021-09-01,721.25,9,J010,Board Game,Daniel
Home Appliances,2021-05-21,270.04,4,A001,Smartphone,Olivia
Home Appliances,2021-07-26,791.08,4,A001,Smartphone,Alex
Toys,2021-03-30,995.27,2,F006,Laptop,Alex
Books,2020-12-24,641.58,2,A001,Smartphone,Alex
Toys,2020-10-03,210.37,6,M013,Vacuum Cleaner,Michael
Electronics,2022-07-23,142.27,8,C003,Refrigerator,Andrew
Electronics,2023-03-23,651.18,5,L012,Dress,David
Toys,2022-10-03,303.21,9,B002,T-shirt,Olivia
Toys,2021-11-22,990.84,8,D004,Novel,Michael
Electronics,2022-03-25,106.15,9,N014,Art Book,Sarah
Home Appliances,2023-03-11,690.51,6,C003,Refrigerator,John
Books,2022-11-03,880.13,2,I009,Cookbook,Jane
Books,2020-07-11,438.1,9,L012,Dress,Sarah
Books,2021-10-13,464.87,1,B002,T-shirt,Alex
Home Appliances,2022-03-19,211.59,5,F006,Laptop,Alex
Home Appliances,2022-08-21,772.12,6,A001,Smartphone,Daniel
Electronics,2022-12-10,326.1,10,G007,Jeans,Michael
Clothing,2022-10-20,991.98,2,J010,Board Game,Andrew
Clothing,2021-08-10,170.59,6,H008,Microwave,Andrew
Home Appliances,2021-04-01,424.73,8,K011,Headphones,Olivia
Clothing,2022-09-15,645.32,3,M013,Vacuum Cleaner,Sarah
Electronics,2022-12-12,107.27,1,H008,Microwave,Emily
Books,2021-08-31,208.39,10,M013,Vacuum Cleaner,David
Home Appliances,2021-07-14,225.15,7,I009,Cookbook,Emily
Electronics,2022-11-03,234.43,9,F006,Laptop,Olivia
Clothing,2021-02-02,747.58,10,I009,Cookbook,David
Books,2020-11-11,236.54,9,F006,Laptop,Sarah
Electronics,2021-08-07,622.68,8,B002,T-shirt,Jane
Toys,2021-10-15,466.06,5,E005,Action Figure,Sarah
Books,2021-06-15,390.76,5,K011,Headphones,Olivia
Home Appliances,2020-12-20,165.41,2,B002,T-shirt,Olivia
Books,2021-04-01,902.15,2,D004,Novel,Emily
Toys,2022-10-10,849.97,9,I009,Cookbook,Sarah
Clothing,2023-03-09,256.2,2,C003,Refrigerator,Alex
Electronics,2022-12-24,751.76,10,A001,Smartphone,Michael
Books,2020-12-11,869.46,5,I009,Cookbook,Olivia
Books,2021-02-03,768.83,7,F006,Laptop,David
Books,2022-05-04,569.21,9,L012,Dress,John
Clothing,2021-03-12,743.38,9,O015,Puzzle,John
Clothing,2022-07-24,567.4,3,M013,Vacuum Cleaner,Olivia
