ASX_Code,Company,Headline,Date,Summary,PDF_Link
BIM,BINDI METALS LIMITED,Drill Program approval at Ravni Gold Project,2026-02-23,"Regulatory Approval for Maiden Drill Program at Ravni • Maiden drill program formally approved by the Ministry, with land access agreements • Induced Polarisation survey mobilising underway for planned two-week program • IP program to identify potential chargeability and resistivity anomalies associ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059469-6A1313149?access_token=83ff96335c2d45a094df02a206a39ff4
TVN,TIVAN LIMITED,Tivan shares draft Feasibility Study for Speewah,2026-02-23,Draft Feasibility Study for the Speewah Fluorite Project submitted to Project partners The Board of Tivan Limited (ASX: TVN) (“Tivan” or the “Company”) is pleased to advise that the Company has submitted a confidential draft of the Feasibility Study for the Speewah Fluorite Project (“Project”) in We,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059412-6A1313135?access_token=83ff96335c2d45a094df02a206a39ff4
MBK,METAL BANK LIMITED,High-Grade Near-Surface Graphite Intersected at Millennium,2026-02-23,High-Grade Near-Surface Graphite Intersected Adjacent to Millennium Co-Cu-Au Resource • High-grade near-surface graphite intersected in recent drilling • Diamond drill core results include:  13.1m @ 12.23% TGC from 1m  3.7m @ 18.49% TGC from 38.64m,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059532-3A687717?access_token=83ff96335c2d45a094df02a206a39ff4
PHX,PHARMX TECHNOLOGIES LIMITED,Pharmx and Sigma enter multi-year strategic alliance,2026-02-23,"Pharmx and Sigma enter multi-year strategic alliance Sydney, 23 February 2026: Pharmx Technologies Limited (ASX: PHX), (Pharmx) is pleased to announce it has entered into a binding, multi-year strategic alliance with Sigma Healthcare Limited (ASX: SIG), (Sigma) one of Australia's leading pharmaceuti",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059308-2A1654935?access_token=83ff96335c2d45a094df02a206a39ff4
GML,GATEWAY MINING LIMITED,"Further Wide, High-Grade Gold at Haflinger",2026-02-23,"64m @ 1.2g/t Au INTERSECTED 100m NORTH OF THE DISCOVERY HOLE ▪ Aircore drilling at Haflinger continues to delineate shallow, high-grade gold mineralisation: ▪ 64m @ 1.2g/t Au from 56m incl 24m @ 2.4g/t Au in MPAC0291 ▪ 20m @ 1.4g/t Au from 64m incl 4m @ 6.0g/t Au in MPAC0264 ▪ 12m @ 1.0g/t Au from 1",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059371-2A1654983?access_token=83ff96335c2d45a094df02a206a39ff4
SHN,SUNSHINE METALS LIMITED,Outstanding Silver Intercept Highlights Liontown Potential,2026-02-23,"Sunshine Metals Limited ASX: SHN U26,31-45 Eyre St info@shnmetals.com.au North Ward, Qld 4810 shnmetals.com.au Outstanding Silver Intercept Highlights Liontown Potential • A recent RC grade control drilling program at the Liontown deposit has returned exceptional high-grade gold and silver intercept",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059441-6A1313138?access_token=83ff96335c2d45a094df02a206a39ff4
PVW,,PVW Finalises Acquisition of U.S Gold and Silver Projects,2026-02-23,"PVW Finalises Acquisition of Nevada Gold Project Hosting 173koz Historical Estimate • Acquisition of 100% of Southern Prospecting Pty Ltd completed. • Secures the Cobb Creek Project, located within Nevada’s prolific Independence Gold Trend, sub-parallel to the Carlin Trend.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059265-6A1313087?access_token=83ff96335c2d45a094df02a206a39ff4
QML,QMINES LIMITED,Develin Creek Resource Upgrade Unlocks Expansion Planning,2026-02-23,"• Develin Creek resource upgrade delivers 90% of the 4.70Mt Mineral Resource to Indicated, providing the scale and confidence to advance Phase 2 expansion planning; • Indicated Mineral Resources grew 46% to 4.22Mt @ 0.98% Cu and 1.08% Zn, materially de-risking the project and strengthening the pathw",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059358-6A1313126?access_token=83ff96335c2d45a094df02a206a39ff4
PGO,PACGOLD LIMITED,High-Grade Gold in Initial White Dam Drilling Results,2026-02-23,High-Grade Gold in Initial White Dam Resource Drilling Results Resource drilling continuing to May and second rig on site for Heap Leach testwork  WHITE DAM RESOURCE DRILLING PROGRAMME RAPIDLY ADVANCING – Reverse Circulation (RC) drilling to upgrade the Vertigo Mineral Resource Estimate (MRE) is 85,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059291-3A687633?access_token=83ff96335c2d45a094df02a206a39ff4
BTR,BRIGHTSTAR RESOURCES LIMITED,High-grade assays incl 4m @ 26.7g/t Au in Sandstone drilling,2026-02-23,Sandstone Diamond Drilling Delivers Impressive 4m @ 26.7g/t Au Intercept Results from 2025 drilling programs at the Indomitable Camp to feed into upcoming Mineral Resource update and Sandstone Pre-Feasibility Study • Brightstar has received results from its maiden diamond core drilling (DD) program ,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059292-6A1313114?access_token=83ff96335c2d45a094df02a206a39ff4
VML,VITAL METALS LIMITED,Nechalacho Prospecting Delivers Ultra-High-Grade TREO,2026-02-23,"ASX An nouncement Nechalacho Prospecting Delivers Ultra-High- Three New Regional Targets Identified Three Central Zone Targets Advanced • High-grade mineralisation identified across three new regional targets with peak grab samples of 168,035ppm TREO (minimum*) and 15,521ppm Nb O .",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059506-6A1313159?access_token=83ff96335c2d45a094df02a206a39ff4
GMN,GOLD MOUNTAIN LIMITED,New discovery Capivara high grade rare earths,2026-02-23,"Gold Mountain Limited Gold Mountain Limited (ASX:GMN) GMN Expands High-Grade Rare Earth Discovery at 24/589 Stirling Highway Cottesloe WA 6011 Capivara Prospect, Down Under Project Gold Mountain Limited (ASX: GMN) (“Gold Mountain” or “the Company” or “GMN”)",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059267-2A1654908?access_token=83ff96335c2d45a094df02a206a39ff4
VEN,VINTAGE ENERGY LTD,Grants to Southern Flank gas projects,2026-02-20,Vintage welcomes $5 million in grants to Southern Flank gas projects ▪ $5M in grants to Vintage’s Southern Flank gas projects announced by SA govt.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03059032-2A1654831?access_token=83ff96335c2d45a094df02a206a39ff4
CDO,CADENCE OPPORTUNITIES FUND LIMITED.,Media Release - Record Profits & Interim Dividend,2026-02-20,"Cadence Opportunities Fund Limited (ASX: CDO) Record Profits & Interim Dividend Sydney, 20 February 2026: Cadence Half Year Results to 31 December 2025: Opportunities Fund Limited today announced a record half year profit before • Record Profit before tax of $9.1m",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058983-2A1654798?access_token=83ff96335c2d45a094df02a206a39ff4
PDN,PALADIN ENERGY LTD,EIS Approval for Patterson Lake South Project,2026-02-20,"Paladin Energy Ltd (ASX:PDN, TSX:PDN, OTCQX:PALAF) (Paladin or the Company) announces it has received Ministerial approval for the Company’s Environmental Impact Statement (EIS) under The Environmental Assessment Act (Saskatchewan) for the development of its Patterson Lake South (PLS) Project, locat",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058950-6A1312946?access_token=83ff96335c2d45a094df02a206a39ff4
PPE,PEOPLEIN LIMITED,H1 FY26 Results and Acquisition Announcement,2026-02-20,"Key Highlights for H1 FY26: • Earnings results in line with expectations at $16.1m • Ongoing business $10.5m ($11.5m Dec 24) with over 44% organic growth from PeopleIN’s Engineering, Trades and Labour division • Announced acquisition of Infrawork in New Zealand, expanding our infrastructure construc",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058827-2A1654696?access_token=83ff96335c2d45a094df02a206a39ff4
FG1,FLYNN GOLD LIMITED,Drilling Commences at High-Grade Silver King Prospect,2026-02-20,JOIN FLYNN GOLD’S INTERACTIVE INVESTOR HUB to interact with Flynn’s announcements and updates by asking questions or making comments which our team will respond to where possible Henty Silver-Lead-Zinc Project Drilling Commences at High-Grade Silver King Prospect at,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058895-3A687577?access_token=83ff96335c2d45a094df02a206a39ff4
EPM,ECLIPSE METALS LIMITED.,Encouraging metallurgical results from REE Greenland Project,2026-02-20,Metallurgical Sighter Tests Indicate >90% of REE Reports to Combined Magnetic Fractions at Grønnedal REE Project in Greenland Eclipse Metals Ltd (ASX: EPM) (“Eclipse” or “the Company”) is pleased to report encouraging preliminary Phase 1 metallurgical results from the Grønnedal Rare Earth Element (R,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058727-6A1312901?access_token=83ff96335c2d45a094df02a206a39ff4
TIO,TEMAS RESOURCES CORP.,Temas Commences Valuable Re-Assay Program at La Blache,2026-02-20,"Re-Assaying up to 36,614m of historic drilling to accelerate development and save Temas approximately $40 million in future drilling costs • Preliminary indications from historical data review suggest potential for gallium, scandium and chromium at La Blache.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058757-6A1312910?access_token=83ff96335c2d45a094df02a206a39ff4
REC,RECHARGE METALS LIMITED,Acquisition of Sunset Well Project - Presentation,2026-02-20,"February 2026 ASX:REC Theinformationcontainedinthispresentationisforinformationalpurposesonlyanddoesnotconstituteanoffertoissue,orarrangetoissue,securitiesorotherfinancialproducts.Theinformationcontainedinthispresentationis notinvestmentorfinancialproductadviceandisnotintendedtobeusedasthebasisforma",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058893-6A1312943?access_token=83ff96335c2d45a094df02a206a39ff4
REC,RECHARGE METALS LIMITED,Acquisition of the Sunset Well Gold Project,2026-02-20,"Acquisition of the Sunset Well Gold Project, Eastern Goldfields, WA • Acquisition of the Sunset Well Gold Project in the highly prospective Leonora district of Western Australia • Sunset Well contains the Prospero Deposit, hosting a shallow Inferred Mineral Resource of 2.87 Mt @ 1.0 g/t Au for 94,50",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058864-6A1312930?access_token=83ff96335c2d45a094df02a206a39ff4
TLG,TALGA GROUP LTD,Circular Graphite Anode Grant Update,2026-02-19,Circular Graphite Anode Grant Update Battery materials and technology company Talga Group Ltd (“Talga” or “the Company”) provides an update regarding the Company’s grant application for the “Circular Graphite Anode at Industrial Scale for Low-emission Batteries” project under the Swedish Energy Agen,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058567-6A1312841?access_token=83ff96335c2d45a094df02a206a39ff4
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,Binding Commitments Received for QIC-led $65m Fundraising,2026-02-19,Austral Resources Australia Ltd (ASX:AR1) Austral fully funded for meaningful acceleration in copper production and exploration • Binding commitments received for Placement to raise $65 million at $0.09 per share • The Placement has been cornerstoned by the QIC Critical Minerals and Battery Technolo,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058457-2A1654525?access_token=83ff96335c2d45a094df02a206a39ff4
TGN,TUNGSTEN MINING NL,Company Update and Preliminary Offtake Discussions,2026-02-19,"19th February 2026 Tungsten Mining Advances International Engagement, Downstream Processing and Preliminary Offtake Discussions Tungsten Mining NL (ASX: TGN, OTCQB: TGNMF) (“Tungsten Mining,” “TGN,” or “the Company”) is pleased to provide an update on its recent international activities.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058440-6A1312789?access_token=83ff96335c2d45a094df02a206a39ff4
PEN,PENINSULA ENERGY LIMITED,Operational Progress and CPP Commissioning Update,2026-02-19,"Lance Uranium Project, Wyoming, USA Operational Progress and Central Process Plant Commissioning Update • Peninsula remains on track to meet forecast uranium production guidance for CY2026 of 0.4 to 0.5Mlbs, underpinned by the installed CPP production capacity of 2.0Mlbs per annum and the accelerate",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058400-6A1312767?access_token=83ff96335c2d45a094df02a206a39ff4
CMM,CAPRICORN METALS LTD,Acquisition of Extension Hill and Mungada Projects,2026-02-19,Capricorn Metals Ltd (“Capricorn” or “the Company”) is pleased to advise that it has entered into a binding agreement with AMMM Resources Pty Ltd (“AMMM”) to acquire the prospective Extension Hill and Mungada tenement package (“Project Tenure”).,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058149-6A1312727?access_token=83ff96335c2d45a094df02a206a39ff4
RRL,REGIS RESOURCES LIMITED,Record Profit and 15cps Fully Franked Dividend,2026-02-19,"Half Year Financial Results 31 December 2025 15c PER SHARE FULLY FRANKED DIVIDEND • Record Statutory net profit after tax for the period was $323M, up $235M1. • Record cash flow2 of $413M during the first half. • Gold production of 186,917 ounces for H1 FY26 at an AISC of $2,850/oz.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058138-6A1312696?access_token=83ff96335c2d45a094df02a206a39ff4
EXR,ELIXIR ENERGY LIMITED,Outstanding results at Lorelle-3,2026-02-19,"Outstanding results at Lorelle-3  The drilling of Lorelle-3 has measured a significant gas and condensate resource within ATP 2056 in Queensland’s Taroom Trough, with multiple hydrocarbon-bearing intervals delivering above expectations.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058144-6A1312699?access_token=83ff96335c2d45a094df02a206a39ff4
GDM,GREAT DIVIDE MINING LTD,Coonambula drilling continues to deliver high grade results,2026-02-19,"Coonambula drilling continues to deliver high grade gold, silver and antimony Great Divide Mining Limited (ASX: GDM) (“GDM” or “the Company”) an Australian gold, copper, antimony and critical metals miner, explorer and producer, is pleased to provide an update on the 4,000m drilling programme being ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058461-6A1312799?access_token=83ff96335c2d45a094df02a206a39ff4
OSM,OSMOND RESOURCES LIMITED,High-Grade Assay Results Confirm Potential Scale at Orion,2026-02-19,"• Regional drilling 9.5kms from initial drill holes confirm potential scale • Potential for globally significant titanium (rutile), zircon and rare earths • Multiple heavy mineral layers intersected at NWOR-03 and NWOR-04 • Assay highlights include: - 3.0m* at 3.49% TiO †, 0.75% ZrO , 168ppm HfO , 0",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058234-6A1312744?access_token=83ff96335c2d45a094df02a206a39ff4
MGU,MAGNUM MINING AND EXPLORATION LIMITED,IONIC ADSORPTION CLAY DISCOVERY CONFIRMED AT AZIMUTH,2026-02-19,Desorption test work undertaken on recent exceptional REE drilling results1 has confirmed that the mineralisation at the Piracanjuba Prospect is an Ionic Adsorption Clay (IAC) REE system.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058368-6A1312741?access_token=83ff96335c2d45a094df02a206a39ff4
RUL,,Implementation of Scheme of Arrangement,2026-02-18,"Implementation of Scheme of Arrangement RPMGlobal Holdings Limited (ASX: RUL) [RPM ® or the Company] refers to the proposed acquisition of 100% of the shares on issue in the Company by Revolution HoldCo Pty Ltd (Caterpillar BidCo), a direct wholly owned subsidiary of Caterpillar Inc (Caterpillar), b",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057867-2A1654212?access_token=83ff96335c2d45a094df02a206a39ff4
OZM,OZAURUM RESOURCES LIMITED,Diamond Drilling Commences to Advance Heap Leach Feasibility,2026-02-18,"Diamond Drilling Commences to Advance Heap Leach Feasibility, Mulgabbie North OzAurum Resources Ltd (ASX: OZM or OzAurum or the Company) is pleased to announce the commencement of a diamond drilling program at its Mulgabbie North Gold Project in Western Australia.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057802-6A1312581?access_token=83ff96335c2d45a094df02a206a39ff4
KLR,KAILI RESOURCES LIMITED,REEs pXRF Drilling Results at Mallee Project SA,2026-02-18,"Kaili Resources Limited 87-89 Liverpool Street Sydney NSW 2000, Australia E: contact@kailigroup.com.au ASX Market Announcements Kaili Resources Limited (“Company”) is pleased to announce that the Aircore drilling results from",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057926-2A1654242?access_token=83ff96335c2d45a094df02a206a39ff4
KSN,KINGSTON RESOURCES LIMITED,High Grade Intercepts at Southern Ore Zone,2026-02-18,"ASX/Media Announcement Wide, high-grade polymetallic intersections at Mineral Hill • High-grade intercepts returned within planned near-term underground stoping areas (lodes A, B and C) at Southern Ore Zone, Mineral Hill. • Results strengthen the November 2025 Mineral Resource model.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057794-6A1312597?access_token=83ff96335c2d45a094df02a206a39ff4
VNT,VENTIA SERVICES GROUP LIMITED,Ventia extends contract with Transpower New Zealand,2026-02-18,Ventia Services Group Ltd North Sydney NSW 2060 ASX and NZX Release Ventia extends contract to provide specialist electrical services across New Zealand’s national grid Ventia Services Group Limited (ASX: VNT) has today extended its contract with Transpower New,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057586-2A1654100?access_token=83ff96335c2d45a094df02a206a39ff4
NES,NELSON RESOURCES LIMITED.,High-Grade Au-Bearing Sheeted Veins Identified at Gold Point,2026-02-18,"High-Grade Gold-Bearing Sheeted Veins Identified in Intrusion at Gold Point South,  High-grade intrusion-hosted gold-silver veins discovered at Gold Point South, Nevada, within the Sylvania Intrusive Complex, with rock chip samples returning up to 15.1g/t Au and 357g/t Ag.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057678-6A1312547?access_token=83ff96335c2d45a094df02a206a39ff4
WYX,WESTERN YILGARN NL,High-Grade Cobalt-Nickel-Lead-Scandium over Ida Holmes,2026-02-18,"High-Grade Discovery of Cobalt-Scandium-Nickel Mineralisation over Ida Holmes Project in Western • High-grade critical and base metal mineralisation has been confirmed by Western Yilgarn’s ground reconnaissance rock chip reconnaissance program over the Ida Holmes Junction Project, located approximat",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057783-6A1312585?access_token=83ff96335c2d45a094df02a206a39ff4
VMS,VENARI MINERALS NL,Updated Exploration Target for Red Mountain Lithium Project,2026-02-18,"ASX / Media Release Revised Exploration Target Established for Red Mountain Lithium Project, Nevada, USA Updated Exploration Target demonstrates significant upside and scale potential • Revised JORC-compliant Exploration Target established for the Red Mountain Lithium Project following the recent an",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057712-6A1312556?access_token=83ff96335c2d45a094df02a206a39ff4
ENR,ENCOUNTER RESOURCES LIMITED,High-Grade Niobium Extends Over 4km at Green,2026-02-18,18X XF eSberputaermy b2e0r2 62 025 High-Grade Niobium Extends Over 4km at Green Encounter Resources Limited (ASX: ENR) (“Encounter” or “the Company”) is pleased to report additional high-grade niobium and REE intersections from aircore and diamond drilling at the Green prospect at the Aileron projec,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057599-6A1312510?access_token=83ff96335c2d45a094df02a206a39ff4
BSL,BLUESCOPE STEEL LIMITED,BlueScope to consider revised takeover proposal,2026-02-18,"Date: 18 February 2026 BlueScope to consider revised takeover proposal from SGH and Steel Dynamics BlueScope advises that it has received another unsolicited, non‑binding, indicative and conditional takeover proposal from the consortium comprising SGH Limited (SGH, ASX:SGH) and Steel Dynamics, Inc.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057776-3A687339?access_token=83ff96335c2d45a094df02a206a39ff4
MLS,METALS AUSTRALIA LTD,High Grade Assays Verify the Emerging Manindi VTM Project,2026-02-18,"- Assay results confirm the broad mineralisation intervals encountered are high-grade - Metallurgical test-work demonstrates strong potential to produce high purity TiO Metals Australia Limited (“Metals Australia”, the “Company” or “MLS”) is pleased to report assay results from its successful drilli",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057610-6A1312521?access_token=83ff96335c2d45a094df02a206a39ff4
BRE,BRAZILIAN RARE EARTHS LIMITED,Monte Alto Expands with New Ultra-High Grade Discoveries,2026-02-18,"Monte Alto expands with new ultra-high grade discoveries Monte Alto ultra-high grade drilling results ▪ Drilling assays returned ultra-high-grade rare earths grades of up to 35.3% Total Rare Earth Oxide (TREO)1 ▪ Wide, continuous high-grade intercepts: 27.6 m at 19.4% TREO and 23.9 m at 17.4% TREO, ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057608-6A1312534?access_token=83ff96335c2d45a094df02a206a39ff4
PPL,PUREPROFILE LTD,Acquisition of Australian Qualitative Research Business,2026-02-17,Acquisition of Australian Qualitative Research Pureprofile Limited (ASX: PPL or the Company) is pleased to announce the signing of a binding Asset Purchase Agreement for the acquisition of the assets of Bastion Stable Research Pty Ltd (“CRNRSTONE”).,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057322-2A1653937?access_token=83ff96335c2d45a094df02a206a39ff4
AGE,ALLIGATOR ENERGY LIMITED,Commissioning of Pilot Plant Complete,2026-02-17,"Co mmissioning of Samphire Pilot Plant Completed • Pilot plant to be energised, full operations team recruited and inducted, final preparation for field recovery trial (FRT) operations now underway • First test pattern pre-conditioning to commence next week in readiness for uranium extraction • FRT ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057346-2A1653944?access_token=83ff96335c2d45a094df02a206a39ff4
GNG,GR ENGINEERING SERVICES LIMITED,Preferred Contractor - Laverton Processing Plant,2026-02-17,"Appointed as Preferred Contractor – Laverton Processing Plant GR Engineering Services Limited (ASX: GNG) (GR Engineering) is pleased to announce that it has been appointed preferred contractor by Brightstar Resources Limited (ASX: BTR) (Brightstar) in relation to the engineering, procurement and con",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057274-6A1312386?access_token=83ff96335c2d45a094df02a206a39ff4
MGT,MAGNETITE MINES LIMITED.,Razorback Project Awarded Major Project Status,2026-02-17,"➢ Magnetite Mines’ flagship Razorback Iron Ore Project has been awarded “Major Project Status” (MPS) by the Australian Government in recognition of its scale and national ➢ The MPS designation reflects the potential economic contribution of the Razorback Project to the Australian economy, estimated ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057306-6A1312402?access_token=83ff96335c2d45a094df02a206a39ff4
MM8,MEDALLION METALS LIMITED.,"FID Approved, US$50 million Loan Facility & Offtake Secured",2026-02-17,"Ravensthorpe Gold Project FID Approved US$50 million Loan Facility & Offtake Secured Medallion Metals Ltd (ASX: MM8), (“Medallion” or the “Company”) is pleased to advise that it has executed documentation with Trafigura Pte Ltd (Trafigura) for the provision of a US$50 million loan facility (Loan Fac",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057240-6A1312365?access_token=83ff96335c2d45a094df02a206a39ff4
BTR,BRIGHTSTAR RESOURCES LIMITED,EPC Contractor Engaged for Goldfields Project,2026-02-17,"• Early works at the Goldfields Project are well advanced, after a competitive front end engineering design work stream completed in December • GR Engineering Services Limited (ASX:GNG) selected as the preferred contractor for Brightstar under an Engineering, Procurement and Construction (EPC) engag",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057266-6A1312381?access_token=83ff96335c2d45a094df02a206a39ff4
ADD,ADAVALE RESOURCES LIMITED,Acquisition of Adjacent Strategic Exploration Tenure,2026-02-17,Acquisition of Adjacent Strategic Exploration Tenure Adavale’s 100% acquisition of a strategic exploration tenure package adjacent and complementary to our Parkes Gold-Copper Project from Alkane Resources for 100% scrip.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057148-2A1653849?access_token=83ff96335c2d45a094df02a206a39ff4
NVU,NANOVEU LIMITED,NVU Secures Exclusive License to Autonomous Drone Swarm IP,2026-02-17,"Nanoveu Limited Perth WA, 6000 Australia Nanoveu Secures Exclusive Evaluation License to Autonomous Drone Swarm Technologies Four complementary inventions to unlock multi drone GPS-free navigation and coordination in complex environments",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057250-6A1312374?access_token=83ff96335c2d45a094df02a206a39ff4
VNT,VENTIA SERVICES GROUP LIMITED,Ventia secures extension of Defence Maintenance Contract,2026-02-17,Ventia Services Group Ltd North Sydney NSW 2060 ASX and NZX Release Ventia secures extension of Defence Maintenance Contract Ventia Services Group Limited (ASX:VNT) announces a one-year extension of its Defence,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057087-2A1653877?access_token=83ff96335c2d45a094df02a206a39ff4
TM1,TERRA METALS LIMITED,High-Grade PGM Feeder System Confirmed at Southwest SW6,2026-02-17,"• Multiple wide intercepts confirm a potentially globally significant platinum group metal (“PGM”)–copper–nickel sulfide system at SW6 Prospect, Southwest • Drilling to date has defined mineralisation over an apparent thickness of >200m, remaining open at depth beyond 348m.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057285-6A1312394?access_token=83ff96335c2d45a094df02a206a39ff4
PEC,PERPETUAL RESOURCES LIMITED,"High-Grade Caesium Results at Morro Grande, Brazil",2026-02-17,"Significant Caesium & Lithium Grades Confirmed at Morro Grande Prospect, Brazil Channel sampling results support refined targeting for subsequent drill program; Assays from Morro Grande confirm the significant prospectivity of the Igrejinha Project.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057120-6A1312314?access_token=83ff96335c2d45a094df02a206a39ff4
KRR,KING RIVER RESOURCES LIMITED,KRR to acquire High-Grade Mindoolah Gold Project,2026-02-17,------------------------------------------------------------------------------------------------------------ Australian Securities Exchange Announcement 17 February 2026 ------------------------------------------------------------------------------------------------------------ King River Resources ,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057392-6A1312443?access_token=83ff96335c2d45a094df02a206a39ff4
NWM,NORWEST MINERALS LIMITED,Bulgera Phase 2 drilling results,2026-02-17,"Strong RC Drilling Results Extends Bulgera Gold Mineralisation at Depth PERTH, Western Australia - 17 February 2026 - Norwest Minerals Limited (ASX: NWM) (“Norwest” or “the Company”) is pleased to announce the receipt of gold assay results from its recently completed Phase 2 Reverse Circulation (RC)",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057233-6A1312362?access_token=83ff96335c2d45a094df02a206a39ff4
BC8,BLACK CAT SYNDICATE LIMITED,High-grade Antimony Results Continue - Mt Clement,2026-02-17,High-grade Antimony Results Continue - Mt Clement Black Cat Syndicate Limited (“Black Cat” or “the Company”) is pleased to provide an update on diamond drilling at the 100% owned Mt Clement Antimony Project (“Mt Clement”).,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057115-6A1312312?access_token=83ff96335c2d45a094df02a206a39ff4
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,Lady Loretta Acquisition and Repayment of Rocklands Facility,2026-02-16,Austral Resources Australia Ltd (ASX:AR1) Austral to become debt free • Austral has entered into a binding document to complete the acquisition of Lady Loretta from Glencore • Austral to repay the Rocklands Facility provided by Glencore upon shareholder approval and completion of the Lady Loretta ac,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056861-2A1653739?access_token=83ff96335c2d45a094df02a206a39ff4
